Event_ID,Timestamp,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Count,Bytes_Sent,Bytes_Received,Connection_Duration,Request_Count,Response_Time,Login_Attempts,Failed_Login_Count,Successful_Login_Count,Session_Duration,Authentication_Method,Malware_Detected,Firewall_Status,Antivirus_Status,Encryption_Used,Suspicious_URL,Unusual_Port,Multiple_Failed_Logins,Anomaly_Score,Risk_Score,Threat_Type,Attack_Type,Attack_Vector,Severity,Threat_Status,Detection_Method,Device_Type,Operating_System,Browser,Country,Region,Network_Type,Is_Threat,Is_Malicious,Incident_Status
EVT103275,2025-02-26 09:26:23,4.248.70.22,82.24.168.99,80,22,ICMP,125,4906,,26.32,11,0.866,1,0,1,17.42,SSO,0,Active,Updated,1,0,0,0,35.23,4.23,None,None,None,Low,N/A,Antivirus,Desktop,iOS,Unknown,India,South,LAN,0,0,Resolved
EVT102830,2025-02-19 00:14:22,192.168.222.108,192.168.56.252,30649,25,HTTP,146,2548,6554.0,50.46,21,0.17,2,1,1,24.72,Biometric,0,Active,Updated,1,0,0,0,23.54,16.3,None,None,None,Low,N/A,Firewall,Desktop,Windows Server 2019,Chrome,India,Central,Mobile Data,0,0,Resolved
EVT104913,2025-03-27 00:37:49,192.168.250.11,212.50.71.36,3389,80,SSH,314,6043,3354.0,21.85,17,1.183,2,1,1,52.56,SSO,0,Active,Updated,1,0,0,0,37.65,3.23,None,None,None,Low,N/A,Manual Review,IoT Device,Linux,Edge,India,East,VPN,0,0,Resolved
EVT102879,2025-02-19 21:01:28,192.168.5.32,7.84.103.178,443,25,UDP,93,5704,1664.0,30.81,6,0.755,1,0,1,33.93,Password,0,Active,Outdated,0,0,0,0,6.58,32.55,None,None,None,Low,N/A,Firewall,Laptop,iOS,Safari,South Africa,East,Public Network,0,0,Resolved
EVT103575,2025-03-03 05:06:14,192.168.115.41,192.168.152.71,11320,1337,Udp,793,85028,1775.0,242.42,248,5.581,6,6,0,18.98,Password,1,Misconfigured,Updated,0,0,1,1,65.1,68.0,Port Scanning,Port Scanning,USB Device,High,Active,Manual Review,Laptop,iOS,Unknown,Canada,Central,Public Network,1,0,Under Investigation
EVT100206,2025-01-04 13:34:35,192.168.206.24,192.168.109.170,53,53,FTP,122,3720,6913.0,26.34,25,0.305,1,0,1,47.07,MFA,0,Active,Outdated,1,0,0,0,23.47,6.46,None,None,None,Low,N/A,No_Detection,Server,Android,Unknown,USA,East,Public Network,0,0,Resolved
EVT101229,2025-01-21 19:46:55,90.32.234.78,93.222.157.36,56597,3389,TCP,163,5407,9556.0,39.55,21,0.749,1,1,0,25.23,MFA,0,Active,Outdated,1,0,0,0,11.88,35.94,None,None,None,Low,N/A,Antivirus,Desktop,Windows 10,Opera,Russia,East,Public Network,0,0,Resolved
EVT100899,2025-01-15 23:10:19,186.127.183.170,154.83.104.183,3389,443,HTTP,117,3753,2904.0,57.94,26,0.942,0,0,0,32.6,Password,0,Inactive,Updated,1,0,0,0,18.44,10.47,None,None,None,Low,N/A,IDS/IPS,Laptop,macOS,Edge,France,Central,Wi-Fi,0,0,False Positive
EVT101370,2025-01-24 05:48:28,192.168.174.71,192.168.233.55,25,25,SSH,93,9386,1682.0,28.18,21,0.447,1,1,0,46.62,Token,0,Active,Updated,1,0,0,0,0.0,30.43,None,None,None,Low,N/A,No_Detection,IoT Device,Android,Opera,Russia,East,Public Network,0,0,Resolved
EVT101152,2025-01-20 10:10:24,69.231.207.211,181.30.127.157,3389,3306,TCP,1191,101761,17348.0,39.18,270,7.281,1,0,1,0.41,Biometric,1,Active,Disabled,0,0,0,0,63.38,75.64,Ransomware,Ransomware,Web Application,High,Contained,EDR,Desktop,iOS,Safari,UK,North,Mobile Data,1,1,Under Investigation
EVT103913,2025-03-09 11:54:52,135.215.39.59,192.168.107.157,53,53,DNS,196,3129,4401.0,52.25,24,0.875,2,1,1,14.91,Password,0,Active,Updated,1,0,0,0,10.4,35.66,None,None,None,Low,N/A,Antivirus,Laptop,iOS,Opera,Russia,East,Mobile Data,0,0,Resolved
EVT101395,2025-01-24 14:48:07,26.24.208.93,78.160.163.117,3389,3389,HTTP,58,4208,5553.0,23.58,12,0.593,2,1,1,34.5,SSO,0,Active,Updated,1,0,0,0,7.51,31.52,None,None,None,Low,N/A,No_Detection,IoT Device,iOS,Firefox,Russia,Central,Wi-Fi,0,0,Resolved
EVT101487,2025-01-26 06:28:05,185.18.106.146,103.234.121.134,8080,3306,ICMP,9,205,2002.0,32.35,23,1.138,3,2,1,22.16,Biometric,0,Active,Updated,1,0,0,0,22.66,14.64,None,None,None,Low,N/A,Firewall,Desktop,Windows Server 2019,Edge,Brazil,Central,LAN,0,0,Resolved
EVT101837,2025-02-01 09:27:08,126.243.112.126,192.168.175.66,3306,3389,UDP,182,3900,3948.0,55.38,11,0.954,5,5,0,10.8,SSO,0,Active,Updated,1,0,0,1,12.47,33.53,None,None,None,Low,N/A,Antivirus,Mobile,macOS,Opera,India,East,Public Network,0,0,Resolved
EVT104960,2025-03-27 19:50:47,192.168.41.156,192.168.97.55,3306,22,DNS,190,2100,5540.0,20.15,19,0.339,2,1,1,23.22,SSO,0,Active,Disabled,1,0,0,0,18.15,28.14,None,None,None,Low,N/A,SIEM,Mobile,Windows 10,Unknown,Singapore,West,LAN,0,0,Resolved
EVT100911,2025-01-16 02:54:38,192.168.177.179,99.24.236.142,53,22,FTP,103,1476,5711.0,12.08,20,1.031,1,0,1,47.54,Token,0,Active,Outdated,1,0,0,0,21.57,13.49,None,None,None,Low,N/A,Firewall,Tablet,Android,Unknown,South Africa,South,Mobile Data,0,0,Resolved
EVT105009,2025-03-28 16:33:38,192.168.224.150,169.12.217.50,21,443,FTP,148,185,4321.0,43.33,18,1.861,1,0,1,29.37,Biometric,0,Active,Outdated,0,0,0,0,12.9,35.12,None,None,None,Low,N/A,SIEM,Desktop,Linux,Edge,Germany,North,Public Network,0,0,Resolved
EVT103133,2025-02-24 02:24:30,192.168.94.11,57.130.89.48,80,8080,ICMP,280,5400,1631.0,41.71,28,0.224,1,0,1,31.48,Password,0,Active,Updated,1,0,0,0,23.75,14.53,None,None,None,Low,N/A,SIEM,Mobile,Linux,Safari,Nigeria,Central,Public Network,0,0,Resolved
EVT102138,2025-02-06 09:46:44,192.168.160.219,192.168.138.64,53,8080,TCP,149,1543,2728.0,49.7,10,1.426,1,1,0,7.09,Password,0,Misconfigured,Updated,1,0,0,0,27.86,0.0,None,None,None,Low,N/A,Firewall,Laptop,Windows Server 2019,Chrome,UK,North,VPN,0,0,Resolved
EVT101131,2025-01-20 00:01:55,192.168.102.184,192.168.178.71,25,443,HTTP,219,5689,13829.0,16.57,30,1.58,1,1,0,18.64,Biometric,0,Active,Updated,1,0,0,0,20.53,23.53,None,None,None,Low,N/A,SIEM,Mobile,Linux,Safari,,North,Public Network,0,0,Resolved
EVT104264,2025-03-15 12:52:32,192.168.213.30,126.86.136.198,80,53,HTTP,58,4680,7831.0,29.82,23,0.348,1,1,0,30.23,Biometric,0,Active,Updated,0,1,0,0,5.71,4.19,None,None,None,Low,N/A,Firewall,Laptop,Windows 11,Firefox,Nigeria,South,Public Network,0,0,Resolved
EVT102177,2025-02-07 01:49:46,192.168.133.27,192.168.83.113,2360,21,SSH,144,1155,7288.0,8.93,5,0.36,2,1,1,32.02,MFA,0,Active,Updated,1,0,0,0,10.07,26.34,None,None,None,Low,N/A,SIEM,IoT Device,iOS,Opera,France,West,LAN,0,0,False Positive
EVT105068,2025-03-29 11:31:53,192.168.88.225,211.113.17.119,22,22,TCP,166,6862,7784.0,40.54,18,0.683,1,0,1,4.16,MFA,0,Active,Updated,0,0,0,0,20.49,12.17,None,None,None,Low,N/A,Firewall,Tablet,Windows 11,Safari,South Africa,South,VPN,0,0,Resolved
EVT103361,2025-02-27 21:30:09,192.168.112.39,36.217.24.11,443,443,UDP,132,4311,10269.0,40.76,24,0.94,2,1,1,15.14,Password,0,Active,Updated,1,0,0,0,11.04,21.46,None,None,None,Low,N/A,Antivirus,IoT Device,iOS,Chrome,Singapore,North,LAN,0,0,Resolved
EVT101611,2025-01-28 10:15:44,192.168.249.184,192.168.23.14,443,9001,UDP,338,59850,21850.0,68.68,278,5.007,1,0,1,19.05,Not_Used,0,Inactive,Outdated,0,1,1,0,80.02,75.81,Ransomware,Ransomware,USB Device,Medium,Investigating,Firewall,Mobile,Windows Server 2019,Opera,UK,North,VPN,1,1,Resolved
EVT103939,2025-03-09 21:48:45,192.168.41.194,192.168.187.112,3389,21,UDP,85,7586,4988.0,72.17,16,0.864,3,2,1,35.79,Password,0,Active,Outdated,0,0,0,0,25.53,16.6,None,None,None,Low,N/A,Manual Review,Mobile,Android,Edge,Australia,West,Mobile Data,0,0,False Positive
EVT102939,2025-02-20 22:14:13,192.168.195.128,192.168.73.159,21,3389,TCP,137,3549,6312.0,59.15,32,0.659,2,1,1,44.41,Biometric,0,Active,Outdated,1,0,0,0,3.4,15.53,None,None,None,Low,N/A,Firewall,Server,Windows 11,Unknown,Brazil,East,Mobile Data,0,0,Resolved
EVT102728,2025-02-17 00:45:55,80.195.237.137,76.75.167.145,3389,21,HTTPS,49,3908,9559.0,34.69,32,0.83,3,2,1,25.38,Password,0,Active,Updated,1,0,0,0,24.9,34.58,None,None,None,Low,N/A,No_Detection,Server,Android,Unknown,Nigeria,Central,LAN,0,0,Resolved
EVT101827,2025-02-01 05:25:08,192.168.99.23,49.122.123.211,80,443,UDP,135,5287,3714.0,8.99,40,1.479,2,1,1,26.67,Not_Used,0,Active,Updated,1,0,0,0,16.24,27.55,None,None,None,Low,N/A,Firewall,IoT Device,Android,Edge,Australia,Central,Public Network,0,0,Resolved
EVT100378,2025-01-07 04:56:57,173.184.241.205,42.106.144.177,36247,443,DNS,143,1733,7055.0,7.18,19,0.836,1,0,1,48.3,MFA,0,Active,Disabled,1,0,0,0,20.85,7.29,None,None,None,Low,N/A,Firewall,Laptop,Windows Server 2019,Safari,Canada,East,LAN,0,0,Resolved
EVT100272,2025-01-05 15:37:57,192.168.233.212,63.202.20.143,3389,4444,HTTP,364,37955,26070.0,219.2,132,1.722,5,5,0,2.81,SSO,0,Misconfigured,Disabled,0,1,1,1,62.62,82.83,Port Scanning,Port Scanning,Web Application,Medium,Investigating,Manual Review,Desktop,Linux,Unknown,Canada,North,Mobile Data,1,1,Escalated
EVT101667,2025-01-29 10:46:43,78.115.150.78,128.186.182.209,8080,3389,UDP,207,4280,3784.0,34.3,41,1.115,1,0,1,13.63,Biometric,0,Active,Updated,1,0,0,0,16.09,21.18,None,None,None,Low,N/A,Antivirus,Tablet,Windows Server 2019,Firefox,India,East,Mobile Data,0,0,Resolved
EVT101319,2025-01-23 08:29:33,192.168.63.27,39.174.6.17,10265,4444,DNS,1131,40113,24717.0,189.77,123,,11,10,1,16.98,Password,0,Active,Outdated,0,1,1,1,74.04,74.45,Man-in-the-Middle,Man-in-the-Middle,Social Engineering,High,Active,Antivirus,Desktop,Windows Server 2019,Firefox,Japan,Central,LAN,1,1,Resolved
EVT103105,2025-02-23 17:19:37,180.134.220.191,191.36.35.187,3306,22,UDP,246,5063,8847.0,19.08,19,0.539,2,1,1,29.18,Biometric,0,Active,,1,0,0,0,25.09,29.39,None,None,None,Low,N/A,Firewall,Tablet,Windows 10,Safari,Canada,North,Public Network,0,0,False Positive
EVT103815,2025-03-07 15:56:57,69.19.29.38,207.114.86.219,8080,4444,DNS,1051,55182,8064.0,141.57,80,3.622,0,0,0,22.73,Not_Used,1,Inactive,,0,0,1,0,79.29,96.95,Phishing,Phishing,USB Device,High,Investigating,IDS/IPS,Desktop,macOS,Unknown,USA,North,VPN,1,0,Escalated
EVT103830,2025-03-07 22:21:20,24.98.79.87,192.168.81.97,3389,110,UDP,149,2740,8891.0,22.46,9,1.144,2,1,1,24.81,Biometric,0,Active,Updated,0,0,0,0,15.62,17.81,None,None,None,Low,N/A,Firewall,Desktop,Windows 10,Firefox,,Central,Wi-Fi,0,0,Resolved
EVT102165,2025-02-06 22:27:25,178.122.53.170,2.74.166.7,110,22,DNS,187,4766,4264.0,37.35,11,0.921,2,1,1,36.35,SSO,0,Active,Outdated,0,0,0,0,19.3,18.41,None,None,None,Low,N/A,Firewall,Desktop,Windows Server 2019,Opera,Japan,West,Public Network,0,0,False Positive
EVT103649,2025-03-04 14:12:32,186.169.4.212,147.189.109.28,3389,3306,TCP,1166,52485,15952.0,91.89,167,4.633,4,3,1,13.36,Token,1,Inactive,Outdated,1,1,0,0,74.38,69.33,Insider Threat,Insider Threat,API,Critical,Active,Antivirus,Server,iOS,Unknown,China,South,LAN,1,1,Resolved
EVT104036,2025-03-11 12:12:27,173.111.21.61,192.168.26.7,21,6666,Tcp,1149,48141,52198.0,243.12,192,2.709,9,9,0,20.03,Token,0,Inactive,Outdated,1,0,1,1,80.66,89.25,SQL Injection,SQL Injection,Social Engineering,Medium,Active,Firewall,Tablet,Windows Server 2019,Opera,Canada,South,Wi-Fi,1,1,Under Investigation
EVT102867,2025-02-19 16:25:18,192.168.150.149,48.187.179.152,80,443,ICMP,70,2818,6634.0,18.71,18,0.081,1,0,1,24.66,MFA,0,Active,Updated,0,0,0,0,24.97,12.06,None,None,None,Low,N/A,IDS/IPS,Laptop,Windows 10,Firefox,Australia,South,VPN,0,0,False Positive
EVT101105,2025-01-19 12:37:01,192.168.29.189,192.168.237.128,31768,53,FTP,172,5340,7259.0,31.25,11,0.962,4,3,1,18.55,MFA,0,Active,Updated,1,0,0,0,15.07,16.76,None,None,None,Low,N/A,Antivirus,Tablet,Windows Server 2019,Chrome,Brazil,Central,VPN,0,0,Resolved
EVT101096,2025-01-19 09:36:30,192.168.186.196,141.198.148.104,4786,21,HTTP,107,4174,8138.0,33.28,41,0.478,2,1,1,3.54,MFA,0,Active,Updated,0,0,0,0,28.2,30.63,None,None,None,Low,N/A,IDS/IPS,Laptop,macOS,Chrome,Singapore,North,VPN,0,0,Resolved
EVT100785,2025-01-13 21:53:38,134.99.245.254,162.179.15.88,3389,3389,UDP,462,23033,23900.0,201.02,32,8.527,0,0,0,27.86,MFA,1,Misconfigured,Updated,1,0,0,0,81.61,99.01,DDoS,DDoS,Web Application,High,Investigating,SIEM,Laptop,iOS,Firefox,Singapore,West,Mobile Data,1,0,Escalated
EVT103975,2025-03-10 11:46:37,192.168.149.51,192.168.4.106,36971,53,HTTP,220,7131,7357.0,25.88,26,0.891,1,0,1,15.79,Token,0,Active,Updated,1,0,0,0,22.1,21.15,None,None,None,Low,N/A,Firewall,Desktop,Linux,Opera,USA,East,VPN,0,0,False Positive
EVT103522,2025-03-02 12:20:56,192.168.19.4,73.23.243.94,8080,8080,ICMP,170,4669,11010.0,30.64,9,0.176,1,0,1,1.33,MFA,0,Active,Updated,1,0,0,0,7.03,2.03,None,None,None,Low,N/A,Antivirus,IoT Device,macOS,Opera,Russia,South,Wi-Fi,0,0,Resolved
EVT104574,2025-03-20 21:34:18,192.168.189.102,192.168.35.217,8080,22,HTTPS,249,355,6524.0,48.63,8,1.591,1,0,1,43.29,SSO,0,Active,Updated,1,0,0,0,25.32,22.02,None,None,None,Low,N/A,Firewall,Desktop,Android,Chrome,Canada,South,Wi-Fi,0,0,Resolved
EVT101820,2025-02-01 02:56:28,192.168.191.214,110.62.76.75,4139,8080,DNS,167,4589,10137.0,21.37,32,,3,2,1,29.77,Password,0,Active,Updated,1,0,0,0,11.11,20.05,None,None,None,Low,N/A,Firewall,Mobile,Windows 11,Unknown,India,East,Wi-Fi,0,0,Resolved
EVT101309,2025-01-23 05:08:22,192.168.29.15,151.26.120.17,8080,3306,UDP,217,4114,4006.0,16.18,27,0.616,2,1,1,37.77,Token,0,Active,Updated,1,0,0,0,15.44,5.2,None,None,None,Low,N/A,No_Detection,Tablet,Windows 11,Edge,Nigeria,East,Wi-Fi,0,0,Resolved
EVT104441,2025-03-18 12:45:06,215.221.104.229,192.168.106.86,35766,22,ICMP,104,4518,5772.0,23.55,23,0.381,1,1,0,31.85,Not_Used,0,Active,Updated,1,0,0,0,32.23,19.4,None,None,None,Low,N/A,Antivirus,Laptop,Linux,Safari,Japan,West,Wi-Fi,0,0,False Positive
EVT104311,2025-03-16 04:51:30,192.168.24.48,191.42.14.114,110,3389,HTTP,210,6078,6723.0,23.45,28,1.324,0,0,0,12.95,Token,0,Active,Outdated,1,0,0,0,31.21,10.97,None,None,None,Low,N/A,Firewall,Mobile,Windows 10,Chrome,Russia,South,LAN,0,0,Resolved
EVT100539,2025-01-09 19:19:18,51.221.41.75,192.168.242.239,53,21,SSH,85,3385,9078.0,23.67,18,0.793,0,0,0,19.74,Biometric,0,Active,Outdated,1,0,0,0,6.29,22.89,None,None,None,Low,N/A,No_Detection,Mobile,macOS,Opera,UK,West,VPN,0,0,Resolved
EVT103264,2025-02-26 05:16:23,192.168.86.190,196.71.239.107,32511,21,HTTPS,94,6640,7407.0,43.88,17,0.134,2,1,1,15.17,Biometric,0,Active,Updated,1,0,0,0,25.7,5.18,None,None,None,Low,N/A,Firewall,Laptop,Android,Unknown,South Africa,Central,Public Network,0,0,Resolved
EVT104561,2025-03-20 15:08:33,5.174.70.219,163.159.5.144,2471,9001,UDP,570,15787,20208.0,180.46,51,3.424,11,10,1,31.46,Biometric,1,Active,Updated,0,1,1,1,83.18,86.31,Insider Threat,Insider Threat,Remote Desktop,High,Investigating,SIEM,Server,Android,Chrome,India,West,VPN,1,1,Under Investigation
EVT100528,2025-01-09 13:58:46,223.103.204.49,192.168.216.43,43876,25,UDP,178,6837,,33.51,20,0.437,1,0,1,28.25,Not_Used,0,Active,Updated,1,0,0,0,21.4,27.13,None,None,None,Low,N/A,Firewall,Server,Windows 11,Edge,,Central,Public Network,0,0,Resolved
EVT100494,2025-01-08 21:37:21,192.168.132.236,79.116.216.239,22,25,UDP,133,4227,7326.0,30.4,26,1.808,2,1,1,32.63,Not_Used,0,Active,Updated,1,0,0,0,33.1,16.93,None,None,None,Low,N/A,Firewall,Desktop,Linux,Firefox,Singapore,Central,Mobile Data,0,0,Resolved
EVT101828,2025-02-01 05:31:30,192.168.68.179,192.168.78.146,3389,443,FTP,117,4032,776.0,40.24,33,0.746,2,1,1,38.28,SSO,0,Active,Updated,1,0,0,0,11.96,12.13,None,None,None,Low,N/A,Firewall,Mobile,macOS,Safari,Nigeria,Central,LAN,0,0,Resolved
EVT105005,2025-03-28 15:40:13,102.198.82.102,153.175.183.53,13316,3389,TCP,202,5731,9994.0,28.87,13,0.283,0,0,0,19.69,Not_Used,0,Active,Updated,1,0,0,0,1.62,23.45,None,None,None,Low,N/A,Firewall,IoT Device,Linux,Safari,,Central,Mobile Data,0,0,Resolved
EVT102669,2025-02-16 02:46:06,140.174.139.170,192.168.110.163,4516,3306,https,741,38912,19289.0,127.15,70,5.631,6,6,0,3.2,Password,1,Active,Disabled,0,1,0,1,54.31,74.64,Port Scanning,Port Scanning,Web Application,High,Contained,IDS/IPS,Tablet,Linux,Edge,Japan,East,Public Network,1,1,Under Investigation
EVT102583,2025-02-14 15:55:08,213.236.143.79,43.91.250.142,80,1337,Tcp,1035,36545,9642.0,291.35,91,2.532,1,0,1,1.43,Password,0,Active,,0,0,1,0,77.3,87.49,Man-in-the-Middle,Man-in-the-Middle,USB Device,Medium,Investigating,SIEM,IoT Device,Linux,Chrome,China,South,Mobile Data,1,1,Under Investigation
EVT102917,2025-02-20 12:21:31,146.187.161.161,192.168.6.116,110,53,ICMP,127,2726,4316.0,16.96,16,,2,1,1,37.93,SSO,0,Active,Updated,0,0,0,0,26.05,12.54,None,None,None,Low,N/A,EDR,Server,Windows 11,Firefox,Russia,West,Public Network,0,0,Resolved
EVT104553,2025-03-20 13:08:53,71.173.189.26,192.168.113.225,8080,25,HTTP,112,3573,7708.0,24.42,17,0.676,0,0,0,27.57,Biometric,0,Active,Updated,0,0,0,0,19.89,28.62,None,None,None,Low,N/A,Firewall,Desktop,macOS,Unknown,France,Central,Mobile Data,0,0,False Positive
EVT100433,2025-01-08 00:10:12,179.198.68.86,192.168.162.251,7924,3306,UDP,51,6479,10661.0,46.23,21,0.742,1,1,0,40.05,Biometric,0,Misconfigured,Updated,1,0,0,0,23.4,8.41,None,None,None,Low,N/A,Antivirus,IoT Device,Android,Unknown,USA,Central,Wi-Fi,0,0,False Positive
EVT102660,2025-02-16 00:02:20,192.168.216.233,128.36.157.48,25,21,ICMP,195,28479,24401.0,44.67,122,2.91,7,7,0,2.77,Not_Used,1,Misconfigured,Outdated,1,0,0,1,85.89,94.37,Malware,Malware,Web Application,Medium,Investigating,SIEM,Server,Linux,Firefox,China,Central,Wi-Fi,1,0,Resolved
EVT101941,2025-02-03 05:09:16,192.168.199.198,192.168.193.149,3306,25,DNS,948,41081,3966.0,21.91,229,6.455,10,10,0,1.63,MFA,1,Inactive,Updated,0,0,0,1,72.81,71.68,Port Scanning,Port Scanning,Email,Medium,Contained,Manual Review,Server,Android,Safari,South Africa,South,Public Network,1,1,Open
EVT100294,2025-01-06 01:26:40,192.168.196.216,216.213.78.74,64824,22,ICMP,12,4680,10237.0,27.95,12,0.774,4,3,1,26.38,Password,0,Active,Updated,1,0,0,0,11.01,40.08,None,None,None,Low,N/A,SIEM,Server,iOS,Safari,Germany,North,LAN,0,0,Resolved
EVT100398,2025-01-07 11:02:08,192.168.237.247,75.85.0.16,3306,25,HTTPS,103,6396,11972.0,13.55,19,0.656,0,0,0,43.11,SSO,0,Active,Updated,1,0,0,0,21.77,1.76,None,None,None,Low,N/A,No_Detection,IoT Device,macOS,Chrome,Germany,Central,Mobile Data,0,0,Resolved
EVT101934,2025-02-03 02:45:07,192.168.17.224,192.168.79.136,3306,53,DNS,114,751,4565.0,42.12,39,1.141,1,0,1,31.77,Password,0,Active,Updated,1,0,0,0,13.03,16.66,None,None,None,Low,N/A,IDS/IPS,Desktop,Windows 11,Unknown,Singapore,North,LAN,0,0,Resolved
EVT103220,2025-02-25 13:08:22,192.168.91.142,6.49.150.186,25,80,DNS,253,3603,4846.0,49.6,22,1.312,2,1,1,17.11,SSO,0,Active,Updated,0,0,0,0,7.76,16.54,None,None,None,Low,N/A,Firewall,IoT Device,Windows Server 2019,Firefox,Australia,South,Wi-Fi,0,0,Resolved
EVT102127,2025-02-06 05:55:02,192.168.1.24,173.180.60.31,42811,22,HTTPS,125,5145,7542.0,14.21,47,1.586,1,0,1,39.52,Password,0,Active,Updated,0,1,0,0,20.34,22.99,None,None,None,Low,N/A,Firewall,IoT Device,Windows 11,Opera,,Central,Wi-Fi,0,0,False Positive
EVT103834,2025-03-07 23:16:48,32.241.6.166,89.20.83.232,22,443,SSH,117,6598,4557.0,46.81,29,0.532,3,2,1,13.62,Not_Used,0,Active,Updated,1,0,0,0,22.75,26.43,None,None,None,Low,N/A,IDS/IPS,Desktop,Windows 11,Firefox,U.K.,East,Wi-Fi,0,0,Resolved
EVT100157,2025-01-03 18:51:52,192.168.71.32,192.168.113.34,21,3389,FTP,82,8713,124.0,31.47,29,1.48,1,0,1,34.61,Token,0,Active,Updated,1,0,0,0,14.24,0.0,None,None,None,Low,N/A,Antivirus,Laptop,Windows 10,Chrome,Brazil,West,LAN,0,0,False Positive
EVT102708,2025-02-16 17:10:08,192.168.20.40,192.168.235.129,21,80,DNS,107,9030,106.0,28.75,20,0.104,3,2,1,36.58,Password,0,Active,Updated,0,0,0,0,30.79,27.89,None,None,None,Low,N/A,Firewall,Server,iOS,,Brazil,East,Mobile Data,0,0,Resolved
EVT102486,2025-02-12 19:17:15,192.168.18.61,116.44.135.37,11632,443,HTTP,101,4063,8555.0,52.31,33,1.198,2,1,1,27.49,Biometric,0,Active,Updated,1,0,0,0,37.17,23.75,None,None,None,Low,N/A,No_Detection,IoT Device,Windows 11,Opera,Germany,South,Public Network,0,0,Resolved
EVT100645,2025-01-11 16:24:41,192.168.132.66,6.71.61.165,3389,3389,SSH,35,4655,3651.0,14.16,20,0.645,1,1,0,30.12,Password,0,Active,Updated,1,0,0,0,31.78,0.6,None,None,None,Low,N/A,No_Detection,IoT Device,macOS,Chrome,Russia,West,Wi-Fi,0,0,Resolved
EVT102995,2025-02-21 22:45:06,192.168.10.78,192.168.252.94,21007,8080,UDP,269,4377,2665.0,29.99,20,1.172,2,1,1,38.45,Password,0,Active,Updated,1,0,0,0,7.75,12.58,None,None,None,Low,N/A,Firewall,Tablet,Windows 11,Edge,Russia,South,LAN,0,0,Resolved
EVT101210,2025-01-21 12:20:23,192.168.46.120,39.150.75.227,3389,53,HTTPS,1193,70059,15434.0,67.12,159,1.101,9,9,0,36.8,Biometric,1,Inactive,Outdated,1,1,0,1,74.36,100.0,DDoS,DDoS,Web Application,Low,Active,EDR,Laptop,Linux,Opera,France,Central,Wi-Fi,1,1,Escalated
EVT103777,2025-03-07 01:16:44,192.168.165.112,192.168.219.193,29792,80,HTTPS,213,6086,3041.0,32.36,18,0.921,1,0,1,27.48,Password,0,Active,,0,0,0,0,27.65,17.75,None,None,None,Low,N/A,No_Detection,Desktop,macOS,Firefox,Australia,Central,VPN,0,0,Resolved
EVT101731,2025-01-30 14:15:24,59.16.75.70,192.168.135.106,54167,54321,FTP,1200,1515,36038.0,166.92,236,0.208,5,4,1,9.49,MFA,0,Inactive,Disabled,0,0,1,0,67.79,80.82,Malware,Malware,Network,Low,Investigating,EDR,Mobile,Android,Opera,USA,North,Wi-Fi,1,1,Resolved
EVT105189,2025-03-31 17:54:49,192.168.122.128,192.168.86.27,8080,21,FTP,184,6777,2443.0,33.84,21,0.057,2,1,1,6.94,Token,0,Active,Updated,1,0,0,0,24.02,15.41,None,None,None,Low,N/A,Firewall,Desktop,Windows 10,Chrome,Japan,South,Mobile Data,0,0,Resolved
EVT100924,2025-01-16 09:07:01,192.168.137.198,11.7.188.198,8080,21,SSH,223,2396,9413.0,31.81,14,0.493,2,2,0,23.58,Token,0,Active,Outdated,1,0,0,0,9.47,29.01,None,None,None,Low,N/A,Firewall,Server,Android,Unknown,Russia,Central,Mobile Data,0,0,Resolved
EVT103227,2025-02-25 17:24:47,23.3.139.93,174.67.205.91,1234,8080,ICMP,61,2963,5301.0,57.96,22,1.009,2,1,1,26.89,Biometric,0,Active,Outdated,0,0,0,0,10.37,14.78,None,None,None,Low,N/A,IDS/IPS,Server,Windows 11,Unknown,Singapore,North,Wi-Fi,0,0,Resolved
EVT104474,2025-03-19 06:01:04,152.169.93.115,192.168.112.195,25,80,HTTPS,141,6799,8452.0,38.28,19,1.045,1,1,0,39.65,Biometric,0,Inactive,Updated,1,0,0,0,6.42,32.68,None,None,None,Low,N/A,IDS/IPS,Server,Windows Server 2019,Unknown,Nigeria,South,Mobile Data,0,0,Resolved
EVT102053,2025-02-05 06:09:49,192.168.213.86,192.168.135.68,54550,443,FTP,143,1424,5319.0,27.88,35,0.967,1,0,1,28.22,Biometric,0,Active,Updated,1,0,0,0,11.37,20.96,None,None,None,Low,N/A,Firewall,Tablet,iOS,Opera,Nigeria,South,Mobile Data,0,0,False Positive
EVT102567,2025-02-14 07:56:57,206.248.113.18,192.168.23.32,53,3389,FTP,230,3531,7931.0,50.94,24,0.604,2,1,1,4.33,Token,0,Active,Updated,0,0,0,0,0.0,7.87,None,None,None,Low,N/A,SIEM,Laptop,Windows 10,Unknown,China,East,VPN,0,0,Resolved
EVT101920,2025-02-02 17:26:23,192.168.134.149,49.131.163.118,3306,3389,SSH,210,7403,,49.73,31,1.247,3,2,1,7.3,Not_Used,0,Active,Updated,1,0,0,0,0.0,7.46,None,None,None,Low,N/A,No_Detection,IoT Device,Windows Server 2019,Safari,Australia,East,Wi-Fi,0,0,False Positive
